id,original_amount,txn_date,plaid_category,plaid_dirty_name
20981,49.49,2019-12-17,"['Food and Drink', 'Restaurants']",Hover.Com
15769,7.98,2019-04-29,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
14549,6.0,2019-09-18,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
97246,8.16,2020-12-21,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/20
64967,2.0,2020-12-10,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
77152,5.91,2019-04-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
112167,2.25,2021-01-21,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
73915,20.0,2020-05-26,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/22
39770,7.43,2019-03-11,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
97911,25.51,2020-07-22,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 07/22
65005,49.22,2020-12-10,"['Shops', 'Beauty Products']",Sephora
78760,27.11,2020-12-04,"['Service', 'Food and Beverage']",DOORDASH*CHICK-FIL WWW.DOORDASH.
83134,51.94,2020-07-19,"['Shops', 'Beauty Products']",Sephora
79582,51.46,2020-06-15,"['Shops', 'Pharmacies']",Duane Reade
36683,16.0,2019-12-30,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
76692,12.99,2019-12-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
44817,6.46,2017-03-02,"['Food and Drink', 'Restaurants']",DUNKIN #351004 Q35 NEW YORK NY 03/01
103516,15.53,2020-01-21,"['Shops', 'Discount Stores']",Dollar General
82218,189.95,2019-08-29,"['Shops', 'Beauty Products']",Sephora
19635,9.78,2018-11-19,"['Shops', 'Pharmacies']",Duane Reade
93742,69.52,2020-12-30,"['Shops', 'Pets']",ATM DEBIT CHEWY.COM
102846,18.37,2020-11-05,"['Shops', 'Discount Stores']",Dollar General
58420,3.18,2020-11-14,"['Shops', 'Discount Stores']",Dollar Tree
98949,10.0,2019-09-26,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 09/25
12650,21.72,2020-06-29,"['Food and Drink', 'Restaurants']",ADEN GOURMET DELI
15405,8.0,2019-06-19,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
21156,13.17,2019-09-11,"['Food and Drink', 'Restaurants']",Hover.Com
25176,42.46,2019-07-16,"['Shops', 'Beauty Products']",Sephora
36131,13.96,2020-04-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
83676,53.45,2020-03-10,"['Shops', 'Pets']",CHEWY.COM
95638,4.37,2019-12-21,"['Shops', 'Discount Stores']",Dollar Tree
81865,31.8,2019-11-17,"['Shops', 'Beauty Products']",Sephora
39128,29.9,2019-08-15,['Service'],"Wix.Com, Inc. CA 08/11"
30608,40.61,2019-06-14,"['Travel', 'Gas Stations']",Sheetz
121845,14.58,2019-03-18,"['Service', 'Insurance']",State Farm
45868,5.0,2018-04-30,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
96147,5.3,2019-06-13,"['Travel', 'Gas Stations']",Sheetz
44600,6.95,2017-07-07,"['Food and Drink', 'Restaurants']",DUNKIN #338221 Q35 BROOKLYN NY 07/06
35236,17.3,2020-09-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
76734,6.79,2019-11-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
15729,14.5,2019-05-06,['Service'],Recurring Payment - WIX.COM*436828523
54258,6.0,2020-01-16,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 01/15
86917,54.0,2020-11-06,"['Shops', 'Beauty Products']",Sephora
1429,2.25,2019-10-04,['Food and Drink'],PepsiCo
45664,5.0,2018-07-10,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
80589,3.99,2019-08-05,"['Shops', 'Pharmacies']",Duane Reade
118811,11.95,2021-01-15,['Service'],WIX.COM*PREMIUM-PLAN NY 01/13
97656,9.24,2020-09-23,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 09/23
91142,11.38,2020-12-27,['Service'],SIGNED PURCHASE WIX.COM*836297383NEW YORK POS
119582,5.02,2020-11-16,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
112759,11.32,2021-01-19,"['Shops', 'Discount Stores']",Dollar General
36874,17.95,2019-11-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
115213,14.95,2021-01-08,"['Shops', 'Digital Purchase']",Audible
88064,1.25,2020-01-13,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/10
51919,26.72,2019-11-14,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
64636,25.0,2020-06-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
33009,7.96,2019-01-12,"['Service', 'Shipping and Freight']",THE UPS STORE 2850 CHICAGO IL 01220R
77221,13.98,2019-02-19,"['Food and Drink', 'Restaurants']",Debit Purchase -visa 02/17 card 6332 Tree House Cafe Travelers Resc
72722,20.0,2020-10-19,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 10/18
41641,5.0,2019-08-21,"['Service', 'Shipping and Freight']",UPS
41601,16.56,2019-09-17,"['Food and Drink', 'Restaurants', 'Dessert']",Smoothie King
28293,63.31,2019-07-09,"['Shops', 'Convenience Stores']",Cumberland Farms
26142,55.49,2020-10-19,"['Shops', 'Convenience Stores']",Cumberland Farms
45523,5.0,2018-08-30,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
58704,56.3,2020-12-07,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
52124,45.0,2019-09-17,['Service'],"WIX.COM, INC."
73733,10.0,2020-06-22,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/20
32785,5.0,2019-04-26,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
67207,36.81,2019-07-13,"['Service', 'Shipping and Freight']",UPS
97369,6.07,2020-11-25,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/25
52086,9.99,2019-09-30,['Service'],"WIX.COM, INC."
16331,24.3,2019-06-19,"['Shops', 'Beauty Products']",ULTA #185 TEMPE AZ 06/19
72663,10.0,2020-10-23,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/22
102807,14.16,2020-12-01,"['Shops', 'Discount Stores']",Dollar General
18943,34.52,2019-06-06,"['Shops', 'Pharmacies']",Duane Reade
42453,8.41,2019-05-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
87880,135.36,2020-02-26,"['Service', 'Insurance']",State Farm
50499,10.89,2019-08-03,"['Shops', 'Beauty Products']",Sephora
77248,10.07,2019-01-23,"['Shops', 'Discount Stores']",Dollar General
78261,8.0,2020-09-20,"['Travel', 'Parking']",NYCDOT PARKING METERS
68342,5.14,2020-02-06,"['Shops', 'Discount Stores']",Dollar General
37454,14.92,2019-07-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45883,5.0,2018-04-25,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
77437,2.0,2020-12-18,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
45426,5.0,2018-09-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
32944,5.0,2019-02-13,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
85945,14.95,2019-07-31,"['Shops', 'Digital Purchase']",Audible
126182,14.33,2021-02-01,"['Service', 'Food and Beverage']",DOORDASH*DUNKIN WWW.DOORDASH.
14629,11.99,2019-09-09,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
72801,100.0,2020-10-09,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/08
96428,3.0,2021-01-04,"['Travel', 'Parking']",POS DEBIT SPOTHERO CHICAGO IL 00NN06862
30701,10.27,2019-05-09,"['Travel', 'Gas Stations']",Sheetz
3132,250.0,2020-01-27,"['Transfer', 'Debit']",ALLY CASHBACK
120158,14.08,2020-07-16,"['Service', 'Insurance']",State Farm
94265,19.79,2020-09-18,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
98766,10.0,2019-11-18,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 11/15
23645,13.42,2019-10-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45859,5.0,2018-05-02,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
52580,45.0,2019-04-16,['Service'],WIX.COM*4256002
68098,5.38,2020-06-03,"['Travel', 'Gas Stations']",QuikTrip
14652,13.0,2019-09-06,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
72697,50.0,2020-10-21,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/20
79684,18.5,2020-05-21,['Service'],Recurring Payment - WIX.COM*673266373
33927,3.78,2020-04-30,"['Travel', 'Gas Stations']",MARATHON PETRO1207 04-29 FORT
53185,16.24,2020-12-04,"['Shops', 'Digital Purchase']",Audible
112302,1.85,2020-06-25,['Food and Drink'],PepsiCo
52473,45.0,2019-06-17,['Service'],"WIX*WIX.COM, IN"
72748,20.0,2020-10-19,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/16
44489,9.29,2017-08-04,"['Shops', 'Pharmacies']",Duane Reade
1362,3.5,2019-11-01,['Food and Drink'],PepsiCo
44912,10.0,2016-12-22,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
20980,719.67,2019-12-18,"['Food and Drink', 'Restaurants']",Hover.Com
33718,8.47,2020-06-29,"['Shops', 'Department Stores']",ROSS STORE 2267 06-27-20 FLORENC
99436,10.0,2019-05-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 05/28
48869,5.23,2019-10-25,"['Food and Drink', 'Restaurants']",Chick-fil-A
78889,20.82,2020-11-03,"['Service', 'Food and Beverage']",DOORDASH*CHICK-FIL WWW.DOORDASH.
119764,8.8,2020-10-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
104842,16.93,2020-08-18,"['Travel', 'Gas Stations']",Marathon Petro23
49470,22.45,2018-12-22,"['Shops', 'Beauty Products']",ULTA
89734,14.92,2020-12-21,['Service'],Hover.Com
97380,4.08,2020-11-23,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/22
44647,4.89,2017-06-16,"['Food and Drink', 'Restaurants']",DUNKIN #340441 Q35 BROOKLYN NY 06/15
3367,259.0,2019-10-15,"['Transfer', 'Debit']",ALLY CASHBACK
80293,21.67,2019-11-12,"['Shops', 'Clothing and Accessories']",T J MAXX 1419 3RD AVE
78952,15.24,2020-10-21,"['Shops', 'Beauty Products']",Sephora
21636,720.17,2018-12-19,"['Food and Drink', 'Restaurants']",Hover.Com
100826,17.73,2020-09-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
28016,3.23,2019-09-03,"['Shops', 'Convenience Stores']",Cumberland Farms
83240,25.61,2020-04-13,"['Service', 'Shipping and Freight']",UPS
115257,35.23,2020-12-23,"['Food and Drink', 'Restaurants']",THE LITTLE JEWEL OF
123282,2.12,2020-04-10,"['Shops', 'Discount Stores']",Dollar Tree
11185,113.62,2020-09-29,"['Service', 'Insurance']","THE GENERAL 800 280 14, 800-2801466"
76594,7.67,2020-02-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
97952,6.42,2020-07-08,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 07/08
109149,106.45,2020-12-10,"['Shops', 'Beauty Products']",Sephora
89407,1.5,2019-02-25,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 02/22
415,12.02,2019-10-02,"['Shops', 'Discount Stores']",Dollar Tree
15508,5.99,2019-06-05,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
80043,18.49,2020-01-14,"['Shops', 'Pharmacies']",Duane Reade
14602,20.0,2019-09-12,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
93878,2.0,2020-12-31,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
87102,62.06,2020-10-01,"['Shops', 'Beauty Products']",Sephora
76973,7.78,2019-07-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
43503,5.3,2018-08-29,"['Food and Drink', 'Restaurants']",DUNKIN #344495 Q35 WHITE PLAINS NY 08/28
71912,3.0,2018-12-18,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
73954,10.0,2020-05-21,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/20
46079,5.0,2018-02-02,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
105794,10.0,2021-01-19,"['Food and Drink', 'Restaurants']",Chick-Fil-A
100578,26.66,2021-01-11,"['Shops', 'Beauty Products']",Sephora
36318,16.68,2020-03-11,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
35459,15.26,2020-08-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
52596,40.21,2019-04-10,"['Shops', 'Pets']",CHEWY.COM
35380,16.27,2020-08-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
3969,394.57,2018-11-23,"['Transfer', 'Debit']",ALLY CASHBACK
44820,31.0,2017-02-28,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
85342,14.95,2020-04-23,"['Shops', 'Bookstores']",Audible
67510,132.33,2019-02-16,"['Shops', 'Clothing and Accessories']",T.J.Maxx
119864,32.98,2020-09-01,"['Shops', 'Pharmacies']",JEWEL OSCO 309 09/01 PURCHASE ALSIP IL DEBIT CARD *7258
89365,32.87,2019-03-07,"['Shops', 'Clothing and Accessories']",T J MAXX 815 HUTCHINS BRONX NY 03/07
106025,82.68,2020-12-28,"['Shops', 'Beauty Products']",Sephora
105942,15.3,2021-01-12,"['Shops', 'Bookstores']",Audible
82994,8.29,2020-09-21,"['Travel', 'Gas Stations']",MARATHON PETRO144469
63152,6.62,2020-01-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
98622,5.0,2019-12-19,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 12/18
96163,31.96,2019-06-06,"['Travel', 'Gas Stations']",Sheetz
14079,16.04,2019-11-27,"['Travel', 'Gas Stations']",Sheetz
28064,2.99,2019-08-23,"['Travel', 'Gas Stations']",Cumberland Farms
99358,5.0,2019-06-17,"['Travel', 'Public Transportation Services']",Ventra 4600 W. Mont CHICAGO IL 06/16
33080,5.0,2018-12-07,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
98088,9.39,2020-05-19,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 05/19
105036,4.08,2021-01-15,"['Travel', 'Gas Stations']",POS DEBIT FOOD SMAR 2901 W ARMIT CHICAGO IL 00NN09742
23455,7.61,2020-01-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
124310,16.18,2019-07-01,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
119581,14.08,2020-11-16,"['Service', 'Insurance']",State Farm
72660,10.0,2020-10-23,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/22
89853,10.02,2020-12-22,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 4057 FRANKLIN PAR
73717,5.0,2020-06-22,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/21
103135,8.9,2020-07-20,"['Shops', 'Discount Stores']",Dollar General
103441,7.8,2020-02-18,"['Shops', 'Discount Stores']",Dollar General
56913,21.71,2019-06-10,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
58644,30.0,2019-05-21,"['Travel', 'Gas Stations']",QuikTrip
15376,4.0,2019-06-24,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
26218,4.0,2020-10-06,"['Shops', 'Convenience Stores']",Cumberland Farms
39950,18.61,2019-01-14,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
125555,7.86,2020-05-02,"['Travel', 'Gas Stations']",QuikTrip
44548,6.95,2017-07-21,"['Food and Drink', 'Restaurants']",DUNKIN #338221 Q35 BROOKLYN NY 07/20
65805,16.0,2019-09-19,"['Shops', 'Digital Purchase']",Audible
95247,12.83,2020-07-02,"['Service', 'Insurance']",State Farm
36298,19.34,2020-03-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
98206,8.97,2020-03-24,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 03/24
35387,18.08,2020-08-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
27838,11.91,2019-10-10,"['Food and Drink', 'Restaurants']",Chick-fil-A
39647,11.17,2019-04-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
18620,7.49,2019-08-27,"['Shops', 'Pharmacies']",Duane Reade
32311,5.0,2019-10-22,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
45091,31.0,2016-10-05,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
45968,5.0,2018-03-24,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
85310,60.32,2020-05-08,"['Shops', 'Pets']",CHEWY.COM
30103,4.37,2019-12-21,"['Shops', 'Discount Stores']",Dollar Tree
88614,136.36,2019-09-25,"['Service', 'Insurance']",State Farm
33062,5.0,2018-12-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
99356,5.0,2019-06-17,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 06/15
11461,14.69,2020-04-25,"['Shops', 'Discount Stores']",Dollar General
90852,22.0,2020-12-24,"['Transfer', 'Third Party', 'PayPal']",DEBIT FOR JEWEL BLACK PU IAT PAYPAL CO REF- 000000000000000
81744,143.1,2019-12-11,"['Shops', 'Beauty Products']",Sephora
44039,47.21,2018-01-09,"['Shops', 'Pharmacies']",Duane Reade
38532,20.34,2019-12-09,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
54068,10.5,2020-06-26,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 06/25
44296,4.89,2017-10-04,"['Food and Drink', 'Restaurants']",DUNKIN #307815 Q35 BROOKLYN NY 10/03
45844,5.0,2018-05-08,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
72831,5.0,2020-10-08,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/07
15633,5.0,2019-05-20,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
32844,5.0,2019-03-27,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
100524,20.0,2021-01-11,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
89275,4.0,2019-03-29,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 03/28
98368,13.14,2020-02-13,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 02/13
45817,5.0,2018-05-18,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
16954,25.0,2020-08-28,"['Travel', 'Parking']",NYCDOT PARKNYC NY 08/27
63224,6.96,2019-12-04,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
29640,12.83,2020-07-30,"['Service', 'Insurance']",State Farm
126882,16.55,2020-06-10,"['Food and Drink', 'Restaurants']",White Castle
44160,75.12,2017-11-16,"['Shops', 'Beauty Products']",Sephora
85396,22.06,2020-04-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
97431,4.59,2020-11-10,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/10
32965,5.0,2019-02-06,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
94670,5.0,2021-01-04,"['Service', 'Personal Care']",POS DEBIT GLOBALPOK GOLD COIN GP@VGW.CO
54689,143.81,2019-04-18,"['Service', 'Insurance']",State Farm
30784,16.1,2019-04-03,"['Travel', 'Gas Stations']",Sheetz
63413,7.81,2019-07-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
59518,14.78,2020-03-11,"['Shops', 'Discount Stores']",Dollar Tree
36296,6.4,2020-03-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
18437,26.13,2019-10-17,"['Shops', 'Beauty Products']",ULTA 1402 NEW YORK NY 10/17
22459,17.85,2020-07-22,"['Shops', 'Pharmacies']",JEWEL OSCO 3474 PALATINE IL 07/22
53284,19.93,2020-08-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
3285,179.41,2019-11-18,"['Transfer', 'Debit']",ALLY CASHBACK
87454,23.99,2020-07-06,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 07/03
44705,32.0,2017-05-18,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
44540,9.22,2017-07-24,"['Food and Drink', 'Restaurants']",DUNKIN #350503 Q35 BROOKLYN NY 07/22
17130,4.0,2020-07-24,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 07/23
97777,10.86,2020-08-31,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
90312,23.03,2020-07-06,['Service'],MARATHON PETRO171249
53022,10.94,2019-01-03,"['Shops', 'Clothing and Accessories']",ROSS STORES #1656 RESEDA CA 01/03
73732,5.0,2020-06-22,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/20
26616,47.62,2020-07-07,"['Shops', 'Convenience Stores']",Cumberland Farms
32396,5.0,2019-09-23,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
69487,3.0,2019-01-28,"['Travel', 'Public Transportation Services']",Ventra 1118 W. Thor CHICAGO IL 01/28
85136,3.44,2020-07-15,"['Service', 'Shipping and Freight']",UPS
105334,131.49,2020-07-19,"['Shops', 'Pharmacies']",SHAWS OSCO 0057
31598,21.07,2020-10-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
59598,14.91,2020-01-18,"['Shops', 'Discount Stores']",Dollar Tree
45413,5.0,2018-10-03,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
79226,91.46,2020-08-25,"['Shops', 'Beauty Products']",Sephora
97178,9.24,2021-01-05,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 01/05
42466,12.81,2019-05-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
9263,8.66,2020-05-08,"['Shops', 'Pets']",CHEWY.COM
44853,31.0,2017-02-13,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
17421,4.0,2020-06-08,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/05
9698,54.75,2019-09-02,"['Shops', 'Pets']",CHEWY.COM
66208,15.93,2020-12-12,"['Shops', 'Clothing and Accessories']",T.J.Maxx
76779,19.37,2019-11-01,"['Shops', 'Discount Stores']",Dollar General
45790,5.0,2018-05-31,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
101641,43.61,2021-01-12,"['Shops', 'Clothing and Accessories']",POS DEBIT ROSS STORE #2290
104179,3.16,2019-03-28,"['Food and Drink', 'Restaurants']",DUNKIN #350373 Q35 03-27 MURRAY
120058,7.15,2020-07-30,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
72055,20.0,2020-12-11,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 12/10
72778,5.0,2020-10-15,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/14
44312,5.97,2017-10-02,"['Food and Drink', 'Restaurants']",DUNKIN #338221 Q35 BROOKLYN NY 09/30
119967,5.25,2020-08-17,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
32413,5.0,2019-09-18,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
43960,10.0,2018-02-09,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
119857,8.8,2020-09-02,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
